MOF	LCD	PLD	Vol_ASA	Grav_ASA	Void_fraction
smd+N341+E66	12.96563	11.29975	2263.75	2561.14	0.31728
smd+N453+E139	10.27735	8.63501	1380.23	1051.82	0.14856
smd+N505+E215	14.91746	10.86627	2358.85	3269.26	0.3983
smd+N509+E131	11.87165	10.28235	2003.21	1720.36	0.26664
smd+N540+E182	13.54409	10.05446	2105.99	2809.67	0.28392
sme+N179+E175	8.80334	5.47798	2338.76	2373.71	0.2346
sme+N179+E43	8.91788	5.98479	2205.13	2467.45	0.2527
sme+N179+E68	14.3376	9.78079	2031.38	4025.66	0.53376
sme+N232+E6	15.81091	11.62442	1757.98	4703.74	0.6306
sme+N270+E25	10.12162	5.20851	2083.09	2170.86	0.2431
sme+N308+E136	14.78281	10.89291	1887.44	3805.4	0.5654
sme+N308+E166	9.56637	6.72502	2297.75	2349.67	0.3285
sme+N354+E180	8.8529	4.97997	2056.28	1775.6	0.20508
sme+N442+E81	10.97156	7.12473	2313.86	2947.19	0.36762
sme+N553+E44	12.5534	8.83765	2243.49	4920.01	0.51738
sme+N628+E43	8.93188	6.908	2353.62	3773.84	0.32476
sme+N645+E111	14.75482	9.08029	2097.77	4956.72	0.5508
sme+N667+E15	7.43353	4.29645	1942.61	1288.32	0.14992
smg+N146+E22	21.33941	18.2352	1461.63	4581.08	0.72372
smg+N146+E72	12.35101	10.52505	2166.5	2757.25	0.4122
smg+N308+E130	13.77509	9.09296	2025.45	2684.12	0.38388
smg+N690+E104	21.12287	18.00884	1608.2	4361.01	0.6525
smh+N146+E216	26.22997	24.6331	1420.79	2506.35	0.58016
smh+N170+E204	28.93214	28.12344	1284.21	2840.46	0.6179
smh+N244+E210	29.75579	29.14746	1402.02	3120.67	0.60758
smh+N264+E103	44.53516	43.98016	1053.08	1820.24	0.72712
smh+N264+E120	35.05669	34.13679	1233.94	2558.04	0.64516
smh+N41+E177	27.84159	26.86923	1263.23	2498.15	0.58508
smh+N478+E92	34.18331	33.05932	1157.17	3797.43	0.69702
smh+N505+E105	28.96222	28.4503	1367.22	2536.15	0.66614
smh+N505+E192	30.98853	29.67567	1243.27	2573.81	0.643
smh+N509+E145	41.14901	39.23165	1099.58	2718.56	0.70564
smh+N608+E16	38.23903	37.47194	1050.75	2385.41	0.66038
smi+N134+E129	16.10896	11.06269	1902.83	3887.35	0.53534
smi+N179+E51	9.912	8.58433	1787.01	1533.93	0.2986
smi+N197+E52	10.57958	6.71703	2025.77	2037.27	0.26986
smi+N198+E98	20.07426	16.73684	1515.66	5342.12	0.67698
smi+N287+E139	8.38458	6.55614	2099.71	2002.88	0.2564
smi+N287+E92	9.86154	6.19733	2310.18	2797.65	0.34784
smi+N354+E96	17.80323	15.9627	1710.68	3547.24	0.59168
smi+N442+E44	12.64562	9.89283	1882.62	1697.68	0.37304
smi+N481+E109	11.75537	8.10567	1745.11	2069.76	0.30312
smi+N481+E133	17.10702	11.68455	1933.27	3720.33	0.52176
smi+N504+E173	9.16996	5.53008	1731.4	1855.39	0.185
smi+N528+E222	18.48279	16.5223	1561.29	3794.96	0.67638
smi+N536+E228	12.4852	11.72268	1960.77	2407.03	0.3931
smi+N541+E160	15.84184	13.11889	1739.29	2879.97	0.4878
smi+N628+E129	18.66033	12.7942	1837.41	4868.85	0.58788
smi+N628+E15	11.9093	9.46439	2264.69	4383.79	0.46586
smj+N179+E167	9.93443	8.96615	1666.16	1899.31	0.19442
smj+N197+E34	22.42984	21.38393	1558.07	4466.74	0.66066
smj+N278+E172	17.56081	16.56717	1913.7	3105.12	0.57972
smj+N278+E25	9.29973	8.05051	2071.31	2036.09	0.25842
smj+N278+E94	16.73677	14.7477	1786.25	3449.08	0.56004
smj+N356+E36	22.13589	20.74041	1512.21	6638.15	0.70144
smj+N421+E202	17.29999	16.4458	1861.85	1999.85	0.50168
smj+N422+E177	13.66425	11.91723	1891.0	3066.89	0.41424
smj+N422+E233	16.63292	13.71048	1964.52	2922.31	0.4369
smj+N442+E152	24.54014	23.17332	1406.09	4872.57	0.69028
smj+N481+E128	10.45181	8.94095	2160.64	2554.54	0.29032
smj+N536+E1	30.98727	30.28439	1173.77	5899.41	0.76028
smj+N536+E218	20.32631	19.0877	1653.74	5070.74	0.63892
smj+N536+E72	14.37132	13.62965	1874.8	2830.29	0.4256
smk+N213+E125	18.00397	16.55684	2037.53	5530.56	0.51132
smk+N248+E24	19.09355	17.62852	2028.9	3802.43	0.56532
smk+N341+E188	17.08462	15.60316	2115.99	4322.94	0.45394
smk+N341+E49	16.79783	15.53456	1983.95	4040.69	0.45804
smk+N379+E123	17.09808	16.0806	2199.7	3167.52	0.45354
smk+N438+E127	10.49493	9.33486	1868.36	1887.35	0.2268
smk+N442+E89	10.26317	7.8607	752.064	579.46	0.09488
smk+N453+E173	8.71013	8.31388	1462.79	1265.6	0.1385
smk+N489+E129	24.40832	23.22423	1759.42	4601.94	0.56962
smk+N491+E24	17.01647	15.72371	2210.09	4365.22	0.49466
smk+N518+E174	19.4004	18.3675	1815.81	3436.99	0.54834
smk+N691+E213	19.21387	17.86929	1951.06	3431.76	0.48412
sml+N289+E205	11.90817	11.09311	1885.69	2002.61	0.23874
sml+N324+E166	12.61123	11.27547	2396.22	2924.52	0.38834
sml+N406+E175	10.70982	8.8748	1873.62	2142.05	0.211
sml+N425+E229	29.20622	27.66776	1193.32	6427.06	0.77406
sml+N505+E91	17.59829	15.25695	1772.02	4743.58	0.63972
sml+N518+E198	19.10222	15.88555	1985.66	4398.26	0.50892
sml+N552+E80	24.22582	22.39016	1384.65	3947.78	0.67532
sml+N595+E97	25.1139	24.0587	1519.52	5989.57	0.68902
sml+N643+E134	10.93686	8.07969	1728.94	2034.55	0.21302
sml+N690+E90	20.58066	18.12859	1853.99	5312.87	0.5887
smm+N30+E221	20.84023	19.74402	1730.36	3654.02	0.5975
smm+N394+E147	17.40167	15.92063	1975.04	3786.79	0.52964
smm+N438+E232	18.33373	17.13004	1712.17	2988.01	0.4803
smm+N442+E210	16.90392	14.21739	1986.16	3460.43	0.56786
smm+N526+E149	17.87221	16.84419	1745.21	2397.86	0.4705
smm+N540+E143	17.07848	15.24818	1816.97	3792.79	0.45486
smm+N567+E182	13.27933	11.62865	2206.5	2597.8	0.4238
smm+N612+E203	20.10653	18.7628	1709.61	5333.35	0.6246
smm+N622+E224	16.1104	14.6335	1970.45	3848.92	0.46252
smm+N643+E184	11.80632	10.75185	1627.45	1752.62	0.2485
smm+N6+E189	12.58263	10.76703	1903.98	3194.73	0.33268
smn+N234+E216	9.16475	6.18135	1983.81	2700.85	0.17858
smn+N234+E29	10.82428	9.9334	2253.3	3518.89	0.30876
smn+N400+E37	13.00011	11.52819	2335.39	1903.99	0.3857
smn+N528+E143	12.41199	10.48917	2292.44	2489.22	0.35282
smn+N528+E14	10.12811	9.70706	2523.53	2391.01	0.34096
smn+N577+E166	11.37126	10.24043	2513.62	3201.95	0.37322
smp+N343+E76	17.7712	11.32509	1778.33	2551.8	0.43786
smp+N433+E185	17.76493	9.02631	1632.15	1341.63	0.3735
smp+N433+E52	13.26581	6.73636	2061.7	2674.28	0.31664
smp+N541+E44	23.6785	9.40289	1806.47	3085.98	0.54894
smp+N92+E92	14.21558	6.93748	2206.36	2516.76	0.38536
smq+N198+E216	9.29835	6.20956	1976.37	2175.72	0.23722
smq+N270+E31	21.30371	18.64734	1674.38	4059.95	0.65108
smq+N328+E0	6.33747	4.80635	676.411	614.105	0.07128
smq+N508+E166	15.76493	12.38126	2058.39	3778.02	0.47836
smq+N667+E158	10.90043	8.23263	1876.82	1410.34	0.2464
smq+N684+E88	15.21681	11.45648	2057.05	2963.34	0.39328
smq+N691+E104	17.07301	13.67236	1990.96	3389.76	0.53228
smq+N92+E0	7.80848	6.05051	926.534	423.796	0.09092
smr+N179+E131	13.3542	11.77533	1875.15	2272.29	0.38066
smr+N179+E71	13.78753	11.18364	1899.58	2763.49	0.3937
smr+N197+E138	10.65787	8.59896	2289.19	2489.36	0.29852
smr+N197+E204	11.86989	10.11974	2121.38	1902.31	0.28546
smr+N356+E216	10.32516	8.57453	2145.12	3151.83	0.28326
smr+N442+E19	12.25531	10.79245	2052.88	1845.5	0.34976
smr+N536+E158	13.37036	12.6292	2075.22	2663.5	0.40102
smr+N536+E184	10.65103	9.24444	1908.58	2085.29	0.24336
smr+N536+E44	13.80913	12.39108	2076.4	2768.08	0.43078
smr+N536+E72	16.37631	14.60749	1865.21	2849.89	0.43264
sms+N102+E166	19.59309	13.21818	1597.76	4573.76	0.60454
sms+N125+E38	15.8401	11.59199	1994.46	4018.35	0.57876
sms+N134+E25	11.3245	9.1586	1755.25	1951.02	0.28564
sms+N268+E182	17.8328	11.65582	1823.37	3320.36	0.56542
sms+N528+E112	19.5292	14.15037	1746.44	3277.03	0.60846
sms+N536+E111	19.59212	12.46476	1803.74	5193.64	0.61968
sms+N541+E71	12.68931	6.45477	2010.24	2668.17	0.34022
sms+N684+E68	26.01532	12.80395	1478.53	4223.05	0.6677
sms+N9+E108	9.47053	4.85577	1555.06	1479.4	0.1491
smt+N167+E105	18.15574	15.33213	1848.88	3717.95	0.60188
smt+N167+E175	13.7347	12.07895	1881.27	2610.73	0.39918
smt+N179+E24	20.67978	19.44644	1606.35	4521.98	0.64518
smt+N179+E8	19.50114	18.03588	1663.16	3700.17	0.60582
smt+N208+E178	26.1055	24.64242	1329.47	4922.67	0.71498
smt+N208+E38	26.4893	26.26542	1297.89	4879.05	0.73442
smt+N221+E127	14.41942	13.40445	2202.66	2224.99	0.44516
smt+N221+E88	14.50338	12.88259	2205.53	2102.88	0.42822
smt+N30+E234	25.84247	23.76836	1425.76	3292.89	0.68042
smt+N37+E89	12.45455	10.17725	1323.45	1258.1	0.2277
smt+N422+E168	11.8844	8.95929	2118.72	2979.61	0.37934
smt+N428+E80	33.82571	31.61976	960.969	2605.97	0.78468
smt+N447+E48	15.32213	11.69299	1965.38	3530.88	0.37462
smt+N457+E17	33.01459	30.35232	1079.72	5204.07	0.77796
smt+N489+E127	11.85439	9.40047	2122.34	3808.29	0.34574
smt+N504+E111	20.53982	18.91374	1700.96	5423.55	0.64652
smt+N504+E51	11.1295	9.24364	1852.38	1674.36	0.29262
smt+N533+E17	21.53056	20.25649	1721.93	5365.34	0.61438
smt+N541+E1	34.37226	32.95145	996.469	5669.17	0.79458
smt+N552+E110	32.31675	30.18454	989.828	3635.55	0.75962
smt+N560+E88	16.71669	15.59683	1900.78	3841.37	0.49926
smt+N574+E81	18.17182	13.83999	1807.44	4767.31	0.54644
smt+N613+E101	25.90922	23.27015	1326.39	7391.79	0.73606
smt+N613+E125	22.53841	21.17717	1592.61	5940.39	0.6361
smt+N628+E51	11.8797	10.17487	2220.32	2728.11	0.31026
smt+N645+E216	16.52963	15.33989	1766.39	2485.67	0.3733
smt+N684+E128	16.29739	15.56092	1684.12	2309.75	0.37778
smt+N691+E34	23.51969	22.37529	1547.28	4258.99	0.66378
smu+N101+E66	13.05251	8.06112	2023.0	2131.76	0.41004
smu+N123+E104	16.63898	9.90803	1964.03	3736.3	0.55504
smu+N125+E25	9.16822	4.75959	1858.08	1856.55	0.20542
smu+N143+E54	16.85054	12.13605	1885.76	4536.87	0.61694
smu+N182+E34	18.63608	10.7933	1794.45	3608.64	0.56474
smu+N264+E189	14.51333	9.19627	2133.79	3470.87	0.47648
smu+N343+E190	13.09889	7.44297	2197.23	3857.27	0.35178
smu+N472+E191	29.0219	21.1251	1113.33	4800.06	0.77254
smu+N481+E83	18.57311	13.74666	1641.03	5334.45	0.65232
smu+N576+E27	9.65905	5.72841	2501.08	2236.04	0.3356
smu+N589+E136	15.94941	11.80466	1815.29	4310.03	0.59092
smu+N593+E82	23.83472	16.17168	1423.93	4686.91	0.70584
smu+N608+E67	13.27498	9.56242	1921.25	2512.56	0.41262
smu+N643+E131	11.07834	6.98219	2069.76	2261.12	0.3016
smu+N657+E130	13.35115	7.61512	2208.14	4100.15	0.40614
smu+N85+E128	10.12311	4.77384	2078.51	2487.52	0.22076
smv+N197+E167	30.59815	30.1905	1101.62	1517.66	0.39076
smv+N278+E48	16.89501	15.75186	1752.83	1788.89	0.31882
smv+N278+E92	20.25848	18.95413	1885.83	2106.16	0.39072
smv+N356+E220	24.66857	23.54346	1704.98	3198.25	0.47062
smv+N356+E76	25.22222	24.10885	1736.29	3254.67	0.4868
smv+N442+E66	24.71255	24.17773	1787.98	2209.64	0.48846
smv+N442+E72	26.11993	25.4309	1659.18	2307.92	0.47898
smw+N270+E143	24.60811	23.56768	1829.78	3004.9	0.45324
smw+N278+E14	26.26756	25.80898	1203.99	1212.82	0.41596
smw+N278+E63	21.44781	20.24428	1283.16	1087.79	0.3322
smw+N421+E131	27.7723	25.13538	1656.16	2000.21	0.53746
smw+N447+E41	23.14234	20.34192	2240.42	6079.48	0.5293
smw+N481+E217	17.65201	14.81617	1050.39	1203.35	0.23054
smw+N508+E181	36.62966	35.79606	1588.99	4608.99	0.63664
smw+N553+E18	35.52895	34.50082	1610.09	4911.42	0.64034
smw+N553+E202	34.07903	32.70718	1556.03	4682.73	0.65274
smw+N628+E111	30.6357	29.55186	1847.63	7469.5	0.65484
smw+N9+E150	26.74459	25.18589	1862.19	3998.4	0.52242
sne+N108+E159	14.35412	9.36298	1884.67	2892.27	0.42144
sne+N116+E28	23.48236	16.47241	1290.3	4772.17	0.7374
sne+N146+E198	25.72818	17.43856	1296.78	4727.68	0.7061
sne+N146+E219	13.25232	8.17982	2070.34	3526.24	0.50404
sne+N146+E21	23.16006	16.71378	1335.02	4765.26	0.73262
sne+N268+E145	17.50468	13.10452	1764.36	3811.09	0.59974
sne+N278+E183	13.27814	9.73473	2015.36	2444.43	0.46058
sne+N286+E77	24.05527	17.2585	1437.49	5017.92	0.68586
sne+N290+E176	19.09582	14.25874	1616.9	3489.34	0.59336
sne+N306+E48	8.38304	5.73079	1899.5	1713.34	0.20078
sne+N311+E126	21.73117	14.80014	1528.54	4670.63	0.67172
sne+N328+E44	10.69441	7.91869	2568.54	4783.85	0.39772
sne+N400+E191	26.41313	19.47987	1165.84	3253.95	0.75874
sne+N41+E198	24.55378	17.37282	1349.8	4774.78	0.695
sne+N41+E97	22.11353	15.13121	1460.25	4825.36	0.70006
sne+N421+E60	18.31108	13.13124	1695.32	2619.56	0.56288
sne+N433+E171	11.05072	6.12157	2088.27	2580.54	0.30498
sne+N442+E63	7.95152	4.88212	1906.26	1489.14	0.17398
sne+N481+E174	17.05282	11.65733	1700.48	3432.9	0.55916
sne+N529+E122	18.84123	12.33678	1671.45	3712.22	0.59608
sne+N554+E71	12.83799	7.50183	2129.7	3325.64	0.399
sne+N555+E132	11.54807	8.82245	2315.99	2719.91	0.4044
sne+N608+E173	15.81045	10.41583	1769.97	2566.18	0.4519
sne+N645+E136	17.72333	14.30089	1633.08	4805.36	0.65148
sne+N668+E199	12.05748	9.17398	2088.89	3734.35	0.44606
sne+N668+E92	10.17046	6.86819	2380.28	3053.97	0.30116
sne+N684+E25	11.79367	7.07923	2041.57	2719.94	0.33876
sne+N691+E88	10.04958	6.87438	2149.08	2039.63	0.30152
sne+N86+E152	21.69085	14.83805	1488.93	5672.67	0.6924
sne+N9+E215	9.07455	5.74408	1940.01	2258.18	0.2179
sne+N9+E51	7.56771	3.66638	1510.88	1064.84	0.10882
snf+N278+E137	22.27158	9.73985	1257.34	1778.64	0.42006
snf+N278+E148	34.99331	15.94757	1364.07	4122.58	0.6871
snf+N278+E166	23.60708	8.35308	1866.35	2369.5	0.46678
snf+N278+E91	36.43751	18.36895	1308.71	4217.93	0.70896
snf+N356+E178	26.76792	12.31913	1580.98	3985.11	0.53896
snf+N356+E180	18.33785	8.3903	1764.52	2653.09	0.38146
snf+N356+E183	26.94363	13.09352	1547.96	3211.61	0.57994
snf+N356+E33	35.66499	17.88505	1350.07	6476.3	0.72796
snf+N356+E83	34.98285	19.57603	1368.66	5612.0	0.69218
snf+N541+E145	39.59642	18.23431	1219.62	3291.59	0.69046
snf+N541+E201	27.26747	13.92833	1429.32	3142.38	0.60378
snf+N541+E211	28.48399	13.35135	1329.75	2776.42	0.54736
snf+N541+E220	24.31257	12.11307	1414.81	2295.15	0.51734
snf+N541+E6	41.33394	21.38922	1080.43	4543.82	0.76526
snh+N179+E70	11.83921	5.27932	1993.55	1832.06	0.228
snh+N356+E8	18.18019	7.57958	2251.1	4067.15	0.43586
snh+N442+E102	10.69108	2.82401	0.0	0.0	0.04216
sni+N144+E134	14.30142	12.96858	1870.96	2478.12	0.3658
sni+N198+E150	14.52521	12.86257	2212.49	4228.2	0.44838
sni+N265+E9	36.93246	36.57781	1091.39	2511.06	0.65436
sni+N268+E127	14.51872	13.34914	1935.8	2885.02	0.40374
sni+N268+E175	15.24539	13.08046	1999.78	3041.9	0.44102
sni+N278+E74	26.86486	25.97785	1426.22	2271.13	0.5776
sni+N308+E191	21.68589	17.53022	1647.8	4455.29	0.668
sni+N343+E50	11.84934	10.81848	1933.42	2143.77	0.29768
sni+N354+E126	20.07933	17.18014	1843.46	3805.24	0.53992
sni+N421+E226	8.16904	6.17655	1247.65	724.803	0.10938
sni+N422+E103	27.03042	24.89133	1540.2	2252.04	0.6336
sni+N433+E122	22.49759	21.04807	1637.91	3832.59	0.58744
sni+N447+E54	20.85321	19.23102	1641.75	4541.58	0.62966
sni+N481+E205	13.65963	11.72739	1598.67	2063.27	0.30574
sni+N536+E195	15.67631	14.69953	2079.99	3583.02	0.43782
sni+N574+E138	10.02172	8.33266	2085.77	2866.73	0.23566
sni+N589+E128	8.42524	6.03913	1620.87	1429.75	0.17592
sni+N589+E85	15.63959	13.97812	1700.13	2281.77	0.38308
snk+N155+E104	14.91398	12.34898	1976.85	3679.33	0.56724
snk+N15+E42	18.04377	15.92785	1530.84	3720.5	0.6657
snk+N264+E138	8.79683	6.36133	2023.58	1665.49	0.17288
snk+N273+E7	18.37212	13.2481	1507.39	5256.13	0.71082
snk+N311+E0	5.51138	4.18866	1846.79	949.157	0.0948
snk+N328+E45	9.32799	7.75156	2438.66	4095.61	0.37728
snk+N334+E83	13.30553	10.66355	2034.3	4190.36	0.4897
snk+N438+E38	7.93477	6.12526	1934.35	1742.97	0.21814
snk+N47+E155	18.07856	15.93899	1936.51	3646.1	0.5662
snk+N509+E31	14.29046	10.71494	1894.31	3641.3	0.60554
snk+N518+E165	9.61816	6.85352	1989.22	2003.89	0.20696
snk+N521+E209	14.96932	10.34582	1929.04	6221.54	0.6183
snk+N533+E101	15.6687	11.68285	1879.79	7295.09	0.63066
snk+N533+E136	15.18446	11.93703	1938.76	5376.22	0.57516
snk+N556+E2	19.67222	14.70198	1462.9	4856.3	0.71988
snk+N567+E85	9.48063	6.54901	2322.69	2874.67	0.3249
snk+N570+E65	15.88774	12.91437	1770.49	4629.36	0.58096
snk+N574+E71	9.90118	7.02263	2254.49	3611.69	0.27434
snk+N657+E122	17.08121	8.75086	1918.45	4090.0	0.53732
snk+N690+E131	10.79083	8.19133	2357.6	2984.91	0.34952
snk+N709+E212	7.02356	5.33653	2126.25	1735.52	0.16248
snl+N14+E166	10.91695	9.32502	2155.21	2451.36	0.41212
snl+N373+E120	13.31839	9.04976	2185.83	2547.96	0.47014
snl+N394+E85	9.25937	5.38354	2335.66	2539.71	0.26278
snl+N479+E86	11.29376	9.50889	2341.15	3279.59	0.39506
snl+N6+E29	6.1419	5.01426	403.03	354.053	0.0372
snm+N197+E127	13.84087	12.63489	1631.61	1774.16	0.35642
snm+N197+E176	22.84439	21.16383	1627.29	4201.96	0.62184
snm+N197+E183	22.93186	22.0209	1700.36	2881.33	0.57872
snm+N197+E205	15.23324	13.68696	1552.3	1874.87	0.33756
snm+N197+E35	26.29951	24.94084	1465.31	4237.64	0.6776
snm+N278+E27	10.38468	7.56454	1900.23	1356.81	0.28328
snm+N278+E94	20.92035	18.96058	1668.45	3371.89	0.58438
snm+N356+E189	16.1242	14.30382	1957.04	4830.46	0.53366
snm+N356+E211	15.64472	12.05362	1673.23	3188.25	0.42014
snm+N356+E212	7.27105	6.23588	1444.34	1417.36	0.13924
snm+N356+E222	18.9157	17.92795	1744.09	5404.37	0.61098
snm+N356+E226	4.90954	2.26357	0.0	0.0	0.0
snm+N356+E31	17.92781	16.08544	1691.11	4905.77	0.63768
snm+N356+E42	20.88397	19.01193	1635.7	6201.37	0.65534
snm+N356+E49	17.80949	16.80676	1670.78	4676.62	0.55944
snm+N356+E78	20.67247	18.13781	1666.92	6119.77	0.63776
snm+N356+E91	22.91397	19.72588	1541.3	5527.36	0.66344
snm+N356+E9	25.06698	23.48442	1206.03	5725.66	0.76696
sno+N197+E139	13.84669	12.38562	1570.26	1505.54	0.33412
sno+N197+E88	15.26519	13.11046	1718.97	1990.19	0.40052
sno+N278+E149	14.00148	12.90749	1986.55	2107.27	0.34874
snp+N208+E118	32.1471	29.54093	1180.68	4731.32	0.75078
snp+N234+E80	29.87479	28.39087	1176.58	5512.31	0.72542
snp+N274+E15	20.94264	19.30159	1599.4	4840.15	0.62172
snp+N289+E51	7.95199	6.65993	2028.36	1414.44	0.23084
snp+N289+E89	9.58766	6.91375	1681.46	1576.82	0.21988
snp+N308+E90	24.9437	22.85614	1215.42	3838.81	0.68508
snp+N314+E120	12.06907	9.15182	2024.21	3821.01	0.45234
snp+N334+E108	8.39102	6.13596	1884.41	1903.2	0.18728
snp+N366+E103	18.66428	14.1151	1658.99	1906.98	0.57254
snp+N40+E170	27.70949	24.20617	1014.56	3041.22	0.77458
snp+N467+E161	33.24652	28.97162	953.803	5541.23	0.8049
snp+N475+E71	10.23562	7.86198	1747.6	1990.98	0.2935
snp+N494+E18	12.77425	12.15866	1647.57	2626.47	0.3858
snp+N560+E175	10.0291	6.85692	2279.17	3123.32	0.3331
snp+N576+E29	12.40001	9.22396	1898.94	2113.91	0.3777
snp+N598+E63	13.09673	9.60338	2104.28	4493.84	0.48384
snp+N628+E68	26.00758	24.69944	1393.72	5532.37	0.72022
snp+N630+E127	12.25129	9.70154	2102.44	2805.28	0.40934
snp+N667+E106	27.81173	24.32119	1166.51	5185.71	0.76948
snp+N674+E115	16.58614	15.01635	1399.27	1769.59	0.50008
snp+N694+E74	16.26664	13.54425	1752.89	3547.88	0.56588
snq+N197+E188	25.79963	24.35769	1589.62	4156.64	0.62016
snq+N278+E165	12.9533	10.25584	1360.54	1308.24	0.27964
snq+N278+E170	27.22487	24.33022	1467.7	4754.44	0.69902
snq+N278+E188	23.99414	22.45853	1718.91	3891.96	0.58832
snq+N278+E197	15.62996	14.47654	1100.31	937.102	0.29328
snq+N278+E2	31.18856	29.99222	1227.86	4888.81	0.75492
snq+N308+E60	22.89152	21.12984	1550.86	2467.53	0.52882
snq+N356+E128	10.98849	8.26632	1997.36	2826.49	0.2838
snq+N356+E135	16.54956	14.5504	1872.38	4015.28	0.4591
snq+N356+E159	15.80226	14.60123	1775.95	3258.83	0.42938
snq+N356+E44	13.81211	12.30999	2144.41	3890.77	0.445
snq+N691+E163	24.1365	22.85716	1581.86	3633.53	0.62906
snq+N691+E166	16.74141	14.96844	1859.09	2529.25	0.49096
snq+N691+E215	17.47338	15.63881	1876.71	2869.57	0.47314
snq+N691+E232	22.54399	20.16319	1609.47	3455.88	0.5953
snq+N691+E41	23.358	20.14876	1404.69	4269.27	0.72374
snv+N244+E105	23.96713	14.13272	1509.77	2216.01	0.50668
snv+N278+E183	33.30269	17.02087	1572.3	2660.23	0.60776
snv+N278+E63	19.74305	7.00722	1980.78	2097.15	0.3796
snv+N278+E67	16.01923	6.86295	1809.66	1727.17	0.3116
snv+N356+E69	16.75866	8.85236	1652.4	2182.33	0.3247
snv+N541+E44	21.61227	12.03391	1745.78	2157.69	0.4353
snv+N541+E67	19.15649	12.23477	1577.91	1868.2	0.35884
snv-x+N233+E158	22.75165	14.55802	1568.73	2037.96	0.46986
snv-x+N233+E162	19.50973	12.02547	921.844	1001.73	0.37658
snv-x+N233+E166	25.88996	16.62498	1595.59	2591.1	0.52684
snv-x+N233+E228	25.24857	15.39151	1577.46	2026.15	0.47302
snv-x+N583+E172	32.6678	19.79053	1570.0	3428.95	0.6434
snw+N265+E27	9.50893	8.38838	1865.87	1622.12	0.30244
snw+N553+E0	10.31036	8.6816	2239.18	3432.64	0.39744
snw+N589+E206	8.55711	6.97286	1936.45	1621.56	0.21794
snw+N684+E0	4.30861	2.99087	0.0	0.0	0.0134
snx+N134+E181	13.09674	10.70558	2147.49	4012.04	0.5001
snx+N144+E24	13.8471	8.39321	2250.08	3647.14	0.49088
snx+N179+E128	8.48755	4.89482	1722.2	1654.7	0.1896
snx+N232+E232	15.0963	10.16153	2012.34	4271.06	0.53396
snx+N400+E130	13.52797	11.53024	2056.43	2415.03	0.46956
snx+N422+E4	21.41715	15.20837	1687.69	5973.96	0.68846
snx+N422+E85	11.91436	9.0903	2250.9	3378.76	0.3863
snx+N428+E206	19.23293	13.02288	1512.39	1811.51	0.59012
snx+N528+E18	12.02481	9.41159	2288.7	2404.38	0.37964
snx+N554+E218	18.04136	14.51405	1748.35	5467.01	0.6476
snx+N574+E83	22.86625	21.69082	1625.05	6017.0	0.64616
snx+N645+E33	21.1161	17.3804	1514.55	5712.95	0.70708
snx+N86+E184	7.31244	4.27595	1936.98	1853.05	0.14204
snx+N86+E209	17.6494	15.7763	1673.55	5360.27	0.65002
snx+N92+E161	28.31538	23.21216	1186.81	5336.11	0.75854
sny+N170+E127	37.82522	37.47199	1081.15	4270.8	0.70532
sny+N356+E182	16.58413	14.14815	1913.08	3400.83	0.47018
sny+N356+E210	28.34693	24.48073	1513.18	4492.15	0.6757
sny+N591+E167	36.60732	36.01196	962.264	2918.38	0.61166
sny+N591+E92	34.1074	33.64196	1240.91	4517.56	0.68236
sny+N608+E132	38.59642	37.62668	1041.44	2382.01	0.68904
sny+N608+E195	38.79002	38.15594	959.063	2601.63	0.70966
sny+N608+E26	42.29525	41.52992	928.228	2707.8	0.73532
snz+N123+E172	20.31206	18.53193	1923.97	3582.39	0.60082
snz+N139+E153	16.24035	13.72541	1941.02	2454.46	0.37112
snz+N148+E8	14.59343	11.87313	2190.72	3737.73	0.42928
snz+N167+E184	10.88888	10.06458	1509.65	1530.69	0.19762
snz+N173+E178	16.94635	13.9059	2015.17	2971.92	0.4226
snz+N283+E155	19.3764	17.15942	1849.66	2574.22	0.50232
snz+N289+E187	20.04021	16.42317	1956.35	4341.36	0.5559
snz+N306+E56	24.23141	20.03229	1610.28	3896.11	0.66684
snz+N379+E80	24.04721	21.22768	1642.03	4076.35	0.63278
snz+N382+E222	19.88478	16.6568	1893.01	4407.34	0.57462
snz+N41+E192	13.66604	11.28638	1997.11	2473.65	0.38596
snz+N465+E125	17.66687	15.201	1758.66	3072.96	0.42324
snz+N505+E137	15.1875	12.15209	1782.62	2295.31	0.33602
snz+N505+E199	13.89535	12.4042	2256.87	2978.39	0.42946
snz+N518+E60	21.092	18.05784	1707.52	2893.95	0.52026
snz+N529+E19	13.94485	12.10477	2116.81	2420.39	0.37426
snz+N533+E67	8.88137	6.07516	1805.45	1969.3	0.18382
snz+N55+E105	21.19574	19.41244	1961.77	4249.76	0.57002
snz+N568+E51	6.80648	5.28652	1038.85	605.66	0.07648
soc+N193+N643+E192	12.991	9.57186	2073.01	3780.84	0.43434
soc+N387+N486+E180	14.20433	8.51057	2018.88	2869.8	0.45182
sod-a+N371+E44	46.05945	21.99878	723.389	3518.85	0.84582
sod-b+N238+N282+E213	37.89953	19.36016	990.262	5763.84	0.7895
sod-b+N238+N388+E166	18.39564	10.04302	1704.33	4706.9	0.59342
sod-b+N267+N607+E168	28.10862	15.98876	1215.66	6453.27	0.74542
